filename,obj_id,xmin,ymin,xmin_ratio,ymin_ratio
-5Tar0aE6kVomCLac556dA.png,51,2432,2066,0.49673202614379086,0.5063725490196078
-5Tar0aE6kVomCLac556dA.png,52,2433,2143,0.49693627450980393,0.5252450980392157
-5_vD3uQLbZa9We0ZRe64g.png,44,2001,2009,0.40870098039215685,0.49240196078431375
-5_vD3uQLbZa9We0ZRe64g.png,50,2587,2119,0.528390522875817,0.5193627450980393
-5g8sem4SFSvxctV9MeyIw.png,53,2617,2279,0.5345179738562091,0.558578431372549
-5g8sem4SFSvxctV9MeyIw.png,71,3442,2148,0.7030228758169934,0.5264705882352941
-5n8RNkx2tWpD7w-ZAZXZA.png,49,3096,1534,0.6323529411764706,0.37598039215686274
-5n8RNkx2tWpD7w-ZAZXZA.png,50,3120,1650,0.6372549019607843,0.40441176470588236
-6-WLs7O63-6cwx-8adk7g.png,67,2045,1574,0.5325520833333334,0.491875
-6KIBA7UMZeUpAF-MreNKw.png,26,2570,2389,0.43005354752342706,0.47971887550200804
-6kI3IofoH9vQ7kM6ake2w.png,221,1945,2270,0.28139467592592593,0.3940972222222222
-6kI3IofoH9vQ7kM6ake2w.png,224,2960,2218,0.42824074074074076,0.38506944444444446
-6tNQe10dgH3ByWafilXHw.png,12,1179,2679,0.24080882352941177,0.6566176470588235
-6tNQe10dgH3ByWafilXHw.png,24,3126,2379,0.6384803921568627,0.5830882352941177
-7kDWbpzqmrQkBx39Z_Jgg.png,94,1788,2184,0.36519607843137253,0.5352941176470588
-7kDWbpzqmrQkBx39Z_Jgg.png,96,1765,2382,0.3604983660130719,0.5838235294117647
-7kDWbpzqmrQkBx39Z_Jgg.png,111,2600,1958,0.5310457516339869,0.47990196078431374
-7njPpiHROkOjrBeSzNiow.png,135,1637,2585,0.2643733850129199,0.500968992248062
-8EClSWhRM4FuiWdu-kbQg.png,90,1405,2588,0.3147401433691756,0.5797491039426523
-8EClSWhRM4FuiWdu-kbQg.png,101,2435,2767,0.5454749103942652,0.619847670250896
-8EClSWhRM4FuiWdu-kbQg.png,102,2604,2670,0.5833333333333334,0.5981182795698925
-8d9PIE2D6OjzC3Q_fEUmA.png,40,544,1294,0.17708333333333334,0.50546875
-8d9PIE2D6OjzC3Q_fEUmA.png,59,1773,1162,0.5771484375,0.45390625
-8uEGk5o-Mm4J_WrNd-lVg.png,25,2326,1927,0.4750816993464052,0.47230392156862744
-8uEGk5o-Mm4J_WrNd-lVg.png,26,2072,2141,0.42320261437908496,0.5247549019607843
-9KGl9SjjCNY1k7e7kZAQw.png,65,1133,549,0.7376302083333334,0.42890625
-9bvNvBWAX3xjKfJzS4vTA.png,49,2695,2531,0.5504493464052288,0.620343137254902
-9bvNvBWAX3xjKfJzS4vTA.png,55,2473,2358,0.5051062091503268,0.5779411764705882
-9bvNvBWAX3xjKfJzS4vTA.png,56,2471,2425,0.5046977124183006,0.5943627450980392
-9s41VI1tVoMhjTwKUMbnw.png,27,2804,2482,0.5727124183006536,0.6083333333333333
-A0I13p2EKUmebBd_o1WAw.png,44,3892,2037,0.7949346405228758,0.49926470588235294
-A0I13p2EKUmebBd_o1WAw.png,63,2917,2104,0.5957924836601307,0.515686274509804
-AMluJ4RmAbAN0L9AfwFUg.png,58,3679,2409,0.6083002645502645,0.4779761904761905
-AMluJ4RmAbAN0L9AfwFUg.png,59,3618,2214,0.5982142857142857,0.4392857142857143
-BIXObU5Dbd_RwSUOSQ5WA.png,71,2702,2335,0.43636950904392763,0.45251937984496127
-C-w9t58ZO5RSefsi061Lw.png,137,1486,1863,0.3035130718954248,0.4566176470588235
-CHPuwsnH7hfEje1O4oqTw.png,45,1067,2442,0.1785475234270415,0.4903614457831325
-CbEDty6bbpZ2Uc9R9utPA.png,14,2534,3904,0.3142361111111111,0.6062111801242236
-CbEDty6bbpZ2Uc9R9utPA.png,16,2594,3920,0.3216765873015873,0.6086956521739131
-CjGcO8hfpC8lzGrYsM8Iw.png,47,1134,1087,0.23161764705882354,0.266421568627451
-CjGcO8hfpC8lzGrYsM8Iw.png,49,1244,1436,0.2540849673202614,0.3519607843137255
-CjGcO8hfpC8lzGrYsM8Iw.png,54,3717,1857,0.7591911764705882,0.4551470588235294
-CmpNq7_3_pMhJYNv6wNzg.png,55,1151,2516,0.1926037483266399,0.5052208835341365
-CmpNq7_3_pMhJYNv6wNzg.png,69,2701,2352,0.45197456492637217,0.472289156626506
-CmpNq7_3_pMhJYNv6wNzg.png,70,2719,2495,0.45498661311914324,0.501004016064257
-CmpNq7_3_pMhJYNv6wNzg.png,71,2717,2601,0.4546519410977242,0.522289156626506
-DHEVkd576GS3gT-ucMiig.png,57,830,2207,0.16952614379084968,0.5409313725490196
-DIQxpmN0Vk7KGxtclWvsA.png,51,1105,1227,0.3597005208333333,0.479296875
-DhrBI2NUhI53j6u9k_adw.png,35,3687,1634,0.6827777777777778,0.4126262626262626
-DhrBI2NUhI53j6u9k_adw.png,55,1734,1992,0.3211111111111111,0.503030303030303
-DsdPlUt6iih-L9Gy35IMg.png,48,1377,728,0.478125,0.3568627450980392
-DyNAUaoopodGXbo_k8RNg.png,63,1679,2031,0.2798333333333333,0.47900943396226414
-ERU5nErUqQn3JZ6sSGofA.png,10,3284,2545,0.41214859437751006,0.45092133238837706
-ERU5nErUqQn3JZ6sSGofA.png,12,3385,2359,0.42482429718875503,0.41796598157335224
-ERU5nErUqQn3JZ6sSGofA.png,13,3409,2449,0.4278363453815261,0.4339121190644933
-ERU5nErUqQn3JZ6sSGofA.png,14,3404,2507,0.42720883534136544,0.4441885187810064
-ERU5nErUqQn3JZ6sSGofA.png,16,4021,2195,0.5046435742971888,0.38890857547838414
-ERU5nErUqQn3JZ6sSGofA.png,28,5299,1540,0.665035140562249,0.27285613040396883
-EWyNaeId-UrIMVxKmbe-g.png,63,3457,843,0.7060866013071896,0.20661764705882352
-FDKMXaTWSNS5u9Ad2SO2Q.png,18,872,2339,0.1781045751633987,0.5732843137254902
-FDKMXaTWSNS5u9Ad2SO2Q.png,85,2991,2295,0.6109068627450981,0.5625
-FDKMXaTWSNS5u9Ad2SO2Q.png,86,3010,2377,0.6147875816993464,0.5825980392156863
-FDKMXaTWSNS5u9Ad2SO2Q.png,88,1977,2355,0.40379901960784315,0.5772058823529411
-FDKMXaTWSNS5u9Ad2SO2Q.png,90,1999,2162,0.4082924836601307,0.5299019607843137
-FtqiD0037yomyFmsem25w.png,8,2863,2691,0.41420717592592593,0.4671875
-FtqiD0037yomyFmsem25w.png,14,4289,2888,0.6205150462962963,0.5013888888888889
-FtqiD0037yomyFmsem25w.png,27,4964,2848,0.7181712962962963,0.49444444444444446
-G6ZKGj-TEUy4DFRjCy3yg.png,118,2469,1334,0.8037109375,0.52109375
-G6ZKGj-TEUy4DFRjCy3yg.png,120,2478,1392,0.806640625,0.54375
-GDAvC1NBZQsl3wxTxOcIg.png,23,3982,2659,0.49974899598393574,0.47111977321048903
-GDAvC1NBZQsl3wxTxOcIg.png,24,3990,2591,0.5007530120481928,0.45907158043940466
-GDAvC1NBZQsl3wxTxOcIg.png,93,4751,2361,0.5962600401606426,0.4183203401842665
-GDAvC1NBZQsl3wxTxOcIg.png,94,4670,2153,0.5860943775100401,0.38146704464918496
-GG2FOy_wmOsX6ImEm1uLA.png,30,2752,2759,0.455026455026455,0.547420634920635
-GG2FOy_wmOsX6ImEm1uLA.png,31,3057,2734,0.5054563492063492,0.5424603174603174
-GG2FOy_wmOsX6ImEm1uLA.png,33,3374,2707,0.5578703703703703,0.5371031746031746
-GG2FOy_wmOsX6ImEm1uLA.png,34,3680,2682,0.6084656084656085,0.5321428571428571
-GsIwCvO8Z6tpWUZKE3_1A.png,77,3545,2255,0.7240604575163399,0.5526960784313726
-GsIwCvO8Z6tpWUZKE3_1A.png,99,1406,1914,0.28717320261437906,0.46911764705882353
-GsIwCvO8Z6tpWUZKE3_1A.png,100,1919,1923,0.39195261437908496,0.4713235294117647
-GsIwCvO8Z6tpWUZKE3_1A.png,101,2737,1855,0.5590277777777778,0.45465686274509803
-GsIwCvO8Z6tpWUZKE3_1A.png,102,2195,1817,0.4483251633986928,0.445343137254902
-GxYFOCn-Xfnljtk30lpIA.png,80,2638,2512,0.44143239625167335,0.5044176706827309
-GxYFOCn-Xfnljtk30lpIA.png,83,2854,2490,0.47757697456492637,0.5
-H9cBUiSMBxs5pm3tCGwAg.png,47,3479,2165,0.7105800653594772,0.5306372549019608
-HFT-WGo9ftuyGUUm-4zGQ.png,40,4137,2787,0.6681201550387597,0.5401162790697674
-HMM6ZkJJr4Wbdr9YS1MzA.png,45,2669,2841,0.446619812583668,0.5704819277108434
-IK_pKkzprAR5XnFgpQ-NQ.png,141,3013,2660,0.4865956072351421,0.5155038759689923
-IK_pKkzprAR5XnFgpQ-NQ.png,152,2990,2785,0.4828811369509044,0.5397286821705426
-IK_pKkzprAR5XnFgpQ-NQ.png,188,4081,2522,0.6590762273901809,0.48875968992248064
-IK_pKkzprAR5XnFgpQ-NQ.png,200,4316,2341,0.6970284237726099,0.45368217054263565
-IK_pKkzprAR5XnFgpQ-NQ.png,202,4331,2517,0.6994509043927648,0.4877906976744186
-Ior0TCn7mp29k_w-W2Yyw.png,82,1213,2247,0.24775326797385622,0.5507352941176471
-Ior0TCn7mp29k_w-W2Yyw.png,86,1315,2339,0.26858660130718953,0.5732843137254902
-J0nkDaw7C0woFaCoUKZnQ.png,59,846,2143,0.17279411764705882,0.5252450980392157
-J0nkDaw7C0woFaCoUKZnQ.png,82,2498,2628,0.5102124183006536,0.6441176470588236
-J0nkDaw7C0woFaCoUKZnQ.png,83,2286,2573,0.46691176470588236,0.6306372549019608
-J0nkDaw7C0woFaCoUKZnQ.png,84,2495,2422,0.5095996732026143,0.5936274509803922
-J0nkDaw7C0woFaCoUKZnQ.png,89,2985,2602,0.6096813725490197,0.6377450980392156
-J0nkDaw7C0woFaCoUKZnQ.png,106,3426,2068,0.6997549019607843,0.5068627450980392
-J48Mok3W-uXxpG-eCuECQ.png,24,1229,1199,0.25102124183006536,0.29387254901960785
-J48Mok3W-uXxpG-eCuECQ.png,25,1302,1793,0.2659313725490196,0.4394607843137255
-JmdruPVjc--VbGtTIogRw.png,71,2287,2822,0.3826974564926372,0.5666666666666667
-La2XLCsqbAJz05JCLflSg.png,17,2153,2732,0.36027443105756357,0.5485943775100401
-La2XLCsqbAJz05JCLflSg.png,24,3753,2237,0.6280120481927711,0.4491967871485944
-La2XLCsqbAJz05JCLflSg.png,27,3632,2764,0.607764390896921,0.5550200803212851
-La2XLCsqbAJz05JCLflSg.png,28,991,2331,0.16582998661311915,0.4680722891566265
-La2XLCsqbAJz05JCLflSg.png,29,2947,2326,0.49313922356091033,0.4670682730923695
-La2XLCsqbAJz05JCLflSg.png,31,2923,2375,0.48912315930388217,0.47690763052208834
-LtOhSguWQXyerbzUN6HpA.png,29,839,2480,0.17136437908496732,0.6078431372549019
-LtOhSguWQXyerbzUN6HpA.png,33,3899,2583,0.7963643790849673,0.6330882352941176
-LtOhSguWQXyerbzUN6HpA.png,34,3780,2653,0.7720588235294118,0.6502450980392157
-LtOhSguWQXyerbzUN6HpA.png,35,3760,2517,0.7679738562091504,0.6169117647058824
-LtOhSguWQXyerbzUN6HpA.png,40,3274,2275,0.6687091503267973,0.5575980392156863
-LtOhSguWQXyerbzUN6HpA.png,41,3302,2387,0.6744281045751634,0.5850490196078432
-LtQo5edm0gYE_NGNMPdPw.png,57,949,1405,0.24713541666666666,0.4989346590909091
-LtptowdHwNfuskkQ8aVxA.png,47,844,944,0.3516666666666667,0.472
-LtptowdHwNfuskkQ8aVxA.png,59,1336,1010,0.5566666666666666,0.505
-MUSzy6WUyJynuLLVxq6dw.png,30,3834,2332,0.7830882352941176,0.5715686274509804
-MVFdfakzYTZdHvvdSUXcg.png,55,2581,2271,0.5271650326797386,0.5566176470588236
-Mb8uJ76AJsENmC8H_2Plw.png,48,906,2945,0.18504901960784315,0.7218137254901961
-NYCQnAYXLuvk2bKlJWf4w.png,31,2843,2419,0.5806781045751634,0.5928921568627451
-Nm-gZulic8rBJCPVNOzFw.png,60,1368,2634,0.2289156626506024,0.5289156626506024
-Nm-gZulic8rBJCPVNOzFw.png,63,3053,2774,0.5108768406961178,0.5570281124497992
-Nm-gZulic8rBJCPVNOzFw.png,74,3879,2483,0.6490963855421686,0.49859437751004015
-Nm-gZulic8rBJCPVNOzFw.png,75,3936,2696,0.6586345381526104,0.5413654618473895
-Nm-gZulic8rBJCPVNOzFw.png,76,3947,2815,0.660475234270415,0.5652610441767069
-Nm-gZulic8rBJCPVNOzFw.png,82,3607,2654,0.6035809906291834,0.5329317269076306
-OU4aqp5RDocPOZxvtKlvQ.png,54,2365,2053,0.48304738562091504,0.5031862745098039
-OU4aqp5RDocPOZxvtKlvQ.png,92,1650,1955,0.33700980392156865,0.4791666666666667
-OU4aqp5RDocPOZxvtKlvQ.png,98,2447,1972,0.49979575163398693,0.48333333333333334
-OU4aqp5RDocPOZxvtKlvQ.png,103,2210,2138,0.4513888888888889,0.5240196078431373
-OU4aqp5RDocPOZxvtKlvQ.png,156,3116,2100,0.636437908496732,0.5147058823529411
-OW9ycbAVx3NHh1Emb8XxA.png,79,1179,1813,0.24080882352941177,0.4443627450980392
-OW9ycbAVx3NHh1Emb8XxA.png,89,1811,1264,0.3698937908496732,0.30980392156862746
-OW9ycbAVx3NHh1Emb8XxA.png,91,2582,1147,0.5273692810457516,0.28112745098039216
-OW9ycbAVx3NHh1Emb8XxA.png,93,3364,1764,0.6870915032679739,0.4323529411764706
-P1z3gM5DlaNUCdPEjgQ8w.png,68,643,1003,0.2232638888888889,0.49166666666666664
-P1z3gM5DlaNUCdPEjgQ8w.png,69,1222,946,0.42430555555555555,0.46372549019607845
-PGWvPCItNkYR3f90utJGg.png,50,2173,1981,0.4438316993464052,0.4855392156862745
-QDS0fpsTvKyZBobt2cvbQ.png,42,3562,2104,0.6184027777777777,0.515686274509804
-QDS0fpsTvKyZBobt2cvbQ.png,52,4148,1918,0.7201388888888889,0.47009803921568627
-QZycUbAPJ6CQfGZc1lWrg.png,64,3166,2035,0.6466503267973857,0.4987745098039216
-QZycUbAPJ6CQfGZc1lWrg.png,71,2013,1402,0.4111519607843137,0.34362745098039216
-QZycUbAPJ6CQfGZc1lWrg.png,72,2048,1563,0.41830065359477125,0.3830882352941177
-QZycUbAPJ6CQfGZc1lWrg.png,74,3410,1822,0.6964869281045751,0.4465686274509804
-R2IhI2eSfE85UcN4nladg.png,41,4368,2506,0.7309236947791165,0.5032128514056224
-R2IhI2eSfE85UcN4nladg.png,43,4356,2284,0.7289156626506024,0.45863453815261046
-RLOns23d2Ca7nv74pQ-jw.png,29,3320,1623,0.6781045751633987,0.4679930795847751
-RvUfordKSu3eFmYIBbt_A.png,24,2625,2892,0.4340277777777778,0.5738095238095238
-S1fNJ4q6OHzbhzzIQBroQ.png,71,1763,1596,0.45344650205761317,0.4925925925925926
-S1fNJ4q6OHzbhzzIQBroQ.png,72,1824,1505,0.4691358024691358,0.4645061728395062
-S1fNJ4q6OHzbhzzIQBroQ.png,78,2030,1581,0.522119341563786,0.487962962962963
-SsGvL43_2NI35jY1UDKyA.png,90,3342,2838,0.5397286821705426,0.55
-TxSLdJjQEqTcTFYFHt7oQ.png,69,2378,1644,0.48570261437908496,0.4740484429065744
-UE2rM7QKcGxp4x69A4RnQ.png,116,1802,2648,0.29794973544973546,0.5253968253968254
-URkLEiMdJfozXVvq1lpAA.png,46,1567,2756,0.32005718954248363,0.6754901960784314
-UV1Qnye_oHy_YAsVHFN3w.png,32,1830,3179,0.2899239543726236,0.6085375191424196
-UV1Qnye_oHy_YAsVHFN3w.png,44,1400,2874,0.2217997465145754,0.5501531393568146
-UV1Qnye_oHy_YAsVHFN3w.png,45,2175,1828,0.3445817490494297,0.3499234303215927
-UV1Qnye_oHy_YAsVHFN3w.png,46,3158,1828,0.5003168567807351,0.3499234303215927
-UV1Qnye_oHy_YAsVHFN3w.png,79,2979,3079,0.47195817490494296,0.5893950995405819
-UV1Qnye_oHy_YAsVHFN3w.png,131,4589,3202,0.7270278833967047,0.6129402756508423
-UV1Qnye_oHy_YAsVHFN3w.png,133,4837,2897,0.766318124207858,0.5545558958652373
-UV1Qnye_oHy_YAsVHFN3w.png,135,4748,2629,0.7522179974651457,0.5032542113323124
-V5fGAIR2G__XTVqoz8coQ.png,15,2039,1640,0.4164624183006536,0.4019607843137255
-V5fGAIR2G__XTVqoz8coQ.png,16,2511,1619,0.5128676470588235,0.39681372549019606
-V5fGAIR2G__XTVqoz8coQ.png,17,3001,1547,0.6129493464052288,0.37916666666666665
-VsXADw9HOhMb2Jj31GIhA.png,11,3049,1980,0.6227532679738562,0.4852941176470588
-VsXADw9HOhMb2Jj31GIhA.png,13,3402,1825,0.6948529411764706,0.44730392156862747
-VsXADw9HOhMb2Jj31GIhA.png,14,3405,1906,0.6954656862745098,0.46715686274509804
-VuAX2dtfk9FPaJVoTE5JA.png,15,3144,2243,0.524,0.4486
-WGjIIQiy4C3-MXHlEuQ3A.png,44,2100,2240,0.42892156862745096,0.5490196078431373
-WGjIIQiy4C3-MXHlEuQ3A.png,70,1270,1994,0.25939542483660133,0.4887254901960784
-WKNjlyFEhjDccX92Sulcg.png,59,3738,2125,0.6180555555555556,0.42162698412698413
-WKNjlyFEhjDccX92Sulcg.png,91,3103,2345,0.5130621693121693,0.4652777777777778
-WYrqjOmcPi4IsimKqUjsg.png,66,2795,2127,0.5708741830065359,0.5213235294117647
-WYrqjOmcPi4IsimKqUjsg.png,67,2791,2194,0.5700571895424836,0.5377450980392157
-WYrqjOmcPi4IsimKqUjsg.png,70,2966,2093,0.6058006535947712,0.5129901960784313
-WYrqjOmcPi4IsimKqUjsg.png,71,2982,2161,0.6090686274509803,0.529656862745098
-WYrqjOmcPi4IsimKqUjsg.png,103,1444,2187,0.2949346405228758,0.5360294117647059
-WYrqjOmcPi4IsimKqUjsg.png,105,1444,2234,0.2949346405228758,0.5475490196078432
-WYrqjOmcPi4IsimKqUjsg.png,108,1250,2172,0.25531045751633985,0.5323529411764706
-WYrqjOmcPi4IsimKqUjsg.png,115,950,2163,0.1940359477124183,0.5301470588235294
-WYrqjOmcPi4IsimKqUjsg.png,135,1797,1790,0.36703431372549017,0.4387254901960784
-WYrqjOmcPi4IsimKqUjsg.png,171,980,1886,0.20016339869281047,0.46225490196078434
-XbuVbJprvlUDmLVkYEZnw.png,38,2734,2271,0.4449869791666667,0.5396863117870723
-XbuVbJprvlUDmLVkYEZnw.png,40,3420,2291,0.556640625,0.5444391634980988
-Y2dYP9xLFN8i_ayxtoihw.png,68,4331,2368,0.6265914351851852,0.48366013071895425
-Y2dYP9xLFN8i_ayxtoihw.png,79,4421,2069,0.6396122685185185,0.42258986928104575
-YF7yrS0WkRqW2CUBmSOtw.png,33,3115,2362,0.5212516733601071,0.4742971887550201
-YPY81fouoG7rXRw8krsSA.png,129,2728,1944,0.5571895424836601,0.54
-YPY81fouoG7rXRw8krsSA.png,130,2802,1940,0.5723039215686274,0.5388888888888889
-YPY81fouoG7rXRw8krsSA.png,131,2888,1936,0.5898692810457516,0.5377777777777778
-YiZ4GqumnyXNglwFbFjQw.png,37,3497,1923,0.7142565359477124,0.4713235294117647
-YiZ4GqumnyXNglwFbFjQw.png,38,3457,2190,0.7060866013071896,0.5367647058823529
-Yt5ilokytLEj4h6ZQeikQ.png,54,3211,2324,0.5309193121693122,0.46111111111111114
-Yt5ilokytLEj4h6ZQeikQ.png,56,3272,2545,0.541005291005291,0.5049603174603174
-Yt5ilokytLEj4h6ZQeikQ.png,57,3257,2583,0.5385251322751323,0.5125
-ZBeLBlH_v3RlDpF5ieAsg.png,40,1971,2708,0.32981927710843373,0.5437751004016064
-ZIcdGAafZ7wRX3X32vNhA.png,17,1999,2923,0.33052248677248675,0.5799603174603175
-ZIcdGAafZ7wRX3X32vNhA.png,20,1535,2913,0.25380291005291006,0.5779761904761904
-ZIcdGAafZ7wRX3X32vNhA.png,21,1528,2834,0.2526455026455027,0.5623015873015873
-ZMp-jerhSLoh1wsHUd6EQ.png,78,1603,1833,0.32741013071895425,0.44926470588235295
-ZMp-jerhSLoh1wsHUd6EQ.png,79,1595,1940,0.3257761437908497,0.47549019607843135
-ZNpBKL3Ny-v7qwQwjfS3g.png,34,2862,2865,0.4789156626506024,0.5753012048192772
-ZNpBKL3Ny-v7qwQwjfS3g.png,35,1264,2804,0.21151271753681392,0.5630522088353414
-ZNpBKL3Ny-v7qwQwjfS3g.png,42,1333,2893,0.22305890227576974,0.5809236947791164
-ZR5Z9Cq3A6Qh2Wa3WNwkA.png,28,2700,2207,0.5514705882352942,0.5409313725490196
-ZR5Z9Cq3A6Qh2Wa3WNwkA.png,61,3753,2369,0.7665441176470589,0.5806372549019608
-aZs4bu6mgdPQs7Xi8xUNQ.png,43,2957,1744,0.6039624183006536,0.42745098039215684
-asE-g-kqSEenUxYHbzx_w.png,62,3195,1925,0.665625,0.5661764705882353
-asE-g-kqSEenUxYHbzx_w.png,63,3313,1922,0.6902083333333333,0.5652941176470588
-asE-g-kqSEenUxYHbzx_w.png,64,3192,1851,0.665,0.5444117647058824
-asE-g-kqSEenUxYHbzx_w.png,66,3313,1849,0.6902083333333333,0.5438235294117647
-asE-g-kqSEenUxYHbzx_w.png,84,2766,2043,0.57625,0.6008823529411764
-asE-g-kqSEenUxYHbzx_w.png,85,2766,1968,0.57625,0.5788235294117647
-asE-g-kqSEenUxYHbzx_w.png,97,1445,2016,0.30104166666666665,0.5929411764705882
-asE-g-kqSEenUxYHbzx_w.png,98,1448,2088,0.3016666666666667,0.6141176470588235
-asE-g-kqSEenUxYHbzx_w.png,102,3108,2342,0.6475,0.6888235294117647
