filename,tgt_polygon
2F347mUCp7cpMquLeeszGw_51.png,"[[30.0, 1.0], [88.0, 26.0], [66.0, 89.0], [2.0, 65.0]]"
2K8S0ZRvSHjfm1PwtXl01Q_84.png,"[[37.0, 2.0], [127.0, 32.0], [94.0, 123.0], [4.0, 95.0]]"
2S5RJ650snwQ_QjKZfd5FA_150.png,"[[74.0, 9.0], [287.0, 91.0], [224.0, 291.0], [10.0, 202.0]]"
2SYXukg_XcwH7F-6qHAXDg_71.png,"[[22.0, 5.0], [75.0, 19.0], [56.0, 71.0], [1.0, 56.0]]"
2T8whq-xxHa5T30ZxLlOTA_165.png,"[[35.0, 0.0], [106.0, 37.0], [76.0, 109.0], [3.0, 78.0]]"
2sjuGKVUrK3MOEKjPXRjIw_74.png,"[[114.0, 0.0], [330.0, 102.0], [244.0, 337.0], [8.0, 232.0]]"
2wDFHUSUHHGdCt7x6fOZVg_47.png,"[[86.0, 7.0], [276.0, 73.0], [194.0, 273.0], [0.0, 199.0]]"
36iNN_5lKC_CrOiFjmcF9w_78.png,"[[18.0, 3.0], [61.0, 17.0], [47.0, 60.0], [4.0, 45.0]]"
3Bm4_u-QI4QEKAS1SW2-Bg_58.png,"[[46.0, 5.0], [158.0, 52.0], [117.0, 156.0], [0.0, 108.0]]"
3IgDxpZltEd-WKPPZgmspA_95.png,"[[13.0, 1.0], [45.0, 12.0], [36.0, 48.0], [2.0, 33.0]]"
3_7OqxqDr664Rzp1OlrOAA_47.png,"[[29.0, 2.0], [103.0, 29.0], [73.0, 102.0], [0.0, 74.0]]"
3_8rnXk9KnloiAExBR326g_71.png,"[[70.0, 8.0], [232.0, 80.0], [159.0, 225.0], [0.0, 152.0]]"
4-Z9ccQtdUCDk3EvLqZM0Q_43.png,"[[28.0, 0.0], [99.0, 31.0], [66.0, 99.0], [0.0, 69.0]]"
46cG5n9hdXbsMiOhFKFZ2A_82.png,"[[44.0, 1.0], [155.0, 43.0], [114.0, 154.0], [2.0, 115.0]]"
4h-D4r13ViNWvdqZFFFyhw_46.png,"[[74.0, 2.0], [243.0, 60.0], [170.0, 243.0], [5.0, 170.0]]"
4nwhXaqbkc0CQSnONaecGg_198.png,"[[22.0, 2.0], [76.0, 20.0], [55.0, 74.0], [0.0, 55.0]]"
4wzRVZIO8BqNp9Gt8WTNoA_98.png,"[[44.0, 12.0], [167.0, 53.0], [134.0, 163.0], [9.0, 120.0]]"
5-c8RAFQovjJS6TeKV2ANA_61.png,"[[16.0, 3.0], [59.0, 15.0], [43.0, 59.0], [1.0, 45.0]]"
5Bajm6UD1iCaOYdm93r37Q_36.png,"[[68.0, 20.0], [293.0, 78.0], [241.0, 294.0], [18.0, 231.0]]"
5UIDjjCd-ZX6kIIlUIqY-A_37.png,"[[26.0, 0.0], [72.0, 24.0], [51.0, 75.0], [3.0, 55.0]]"
5dDIWi7JP6u_MFChxq-m_g_105.png,"[[31.0, 6.0], [114.0, 35.0], [81.0, 113.0], [2.0, 83.0]]"
5uzx_96laA0A_t7u3vRTyA_54.png,"[[26.0, 1.0], [101.0, 29.0], [78.0, 101.0], [1.0, 75.0]]"
66z2DX6Z2pWU5n-P8rfD3Q_42.png,"[[21.0, 0.0], [71.0, 18.0], [51.0, 72.0], [1.0, 52.0]]"
66z2DX6Z2pWU5n-P8rfD3Q_53.png,"[[16.0, 1.0], [49.0, 12.0], [38.0, 48.0], [1.0, 37.0]]"
6jhm5ZgtHTnWZmL6_8XOSw_46.png,"[[43.0, 5.0], [158.0, 43.0], [125.0, 163.0], [10.0, 124.0]]"
6rsnJyxDTX9haI0tO5HzMA_88.png,"[[60.0, 5.0], [213.0, 59.0], [158.0, 212.0], [7.0, 156.0]]"
6xpVHx8zzJZtZy63ozt_Vw_43.png,"[[42.0, 0.0], [112.0, 41.0], [72.0, 113.0], [1.0, 72.0]]"
6yxPKoSb6kedq2UU_A7eiA_52.png,"[[28.0, 0.0], [98.0, 33.0], [72.0, 101.0], [4.0, 74.0]]"
76m3k3z9sKmFUPU7r68BMQ_21.png,"[[33.0, 0.0], [114.0, 29.0], [90.0, 123.0], [4.0, 81.0]]"
7FD9JXwpQZhDmN7h7Etyjg_37.png,"[[24.0, 0.0], [79.0, 24.0], [57.0, 79.0], [0.0, 58.0]]"
7jftBbP7AUjfGs_Dl7bqAA_58.png,"[[32.0, 3.0], [105.0, 31.0], [74.0, 105.0], [0.0, 72.0]]"
7pfny2r-I5nptvJD3wivrw_35.png,"[[35.0, 1.0], [102.0, 33.0], [72.0, 102.0], [0.0, 68.0]]"
85Zk_tpWlOOt5vwCz05opg_27.png,"[[55.0, 0.0], [190.0, 57.0], [138.0, 191.0], [2.0, 131.0]]"
8CvaYyTKsEQ6lI8DysjvyQ_91.png,"[[73.0, 17.0], [299.0, 83.0], [251.0, 303.0], [19.0, 239.0]]"
8DIhvJHkdY2vgnvppGq3Jw_41.png,"[[64.0, 18.0], [264.0, 67.0], [220.0, 258.0], [11.0, 200.0]]"
8lkcFc59-2RgSU203mlYEQ_93.png,"[[44.0, 6.0], [118.0, 50.0], [72.0, 112.0], [0.0, 64.0]]"
97nw28hMMd2ZPLzol2GQjw_33.png,"[[41.0, 4.0], [140.0, 48.0], [101.0, 137.0], [5.0, 103.0]]"
9O8nMNQ2MBPotHuVNxKUrA_47.png,"[[14.0, 0.0], [47.0, 10.0], [36.0, 50.0], [0.0, 38.0]]"
9eEKDwGQfWZMS8l7sD4Hog_81.png,"[[25.0, 4.0], [91.0, 29.0], [69.0, 90.0], [0.0, 68.0]]"
9wegYvdX8QU9Lq-QRUlKNQ_53.png,"[[40.0, 8.0], [144.0, 40.0], [112.0, 141.0], [5.0, 111.0]]"
ADfC3Jx1ZHUuslYdi7GixQ_76.png,"[[30.0, 0.0], [77.0, 28.0], [60.0, 88.0], [11.0, 61.0]]"
AFxtVZWsH26CsOCZaV_4rg_159.png,"[[23.0, 0.0], [72.0, 23.0], [51.0, 73.0], [1.0, 50.0]]"
AGkjJ3IXuKOaZkwXBaAj3Q_33.png,"[[37.0, 5.0], [126.0, 35.0], [97.0, 132.0], [6.0, 99.0]]"
AJtmx3jdDezLWPxo3kHtuA_31.png,"[[52.0, 2.0], [138.0, 30.0], [99.0, 137.0], [3.0, 98.0]]"
AMgWF_US_lKzSezYU42qCw_41.png,"[[38.0, 2.0], [141.0, 39.0], [101.0, 140.0], [1.0, 101.0]]"
AMgWF_US_lKzSezYU42qCw_49.png,"[[49.0, 5.0], [162.0, 48.0], [113.0, 156.0], [0.0, 117.0]]"
AMgWF_US_lKzSezYU42qCw_80.png,"[[30.0, 1.0], [110.0, 32.0], [83.0, 109.0], [1.0, 77.0]]"
ANcHpO5_Twwc5CoCbb8MAg_20.png,"[[36.0, 6.0], [145.0, 40.0], [107.0, 143.0], [5.0, 109.0]]"
AkkuDIwSxv9EXaDpCew1uw_39.png,"[[41.0, 0.0], [151.0, 41.0], [110.0, 155.0], [4.0, 109.0]]"
Ama8nYkJMopYyjgb-CUSYg_59.png,"[[23.0, 1.0], [81.0, 23.0], [60.0, 81.0], [1.0, 59.0]]"
B-CFd11v9pnk_sJAbALk-A_46.png,"[[60.0, 1.0], [238.0, 74.0], [191.0, 250.0], [8.0, 179.0]]"
B8us7fIegpDX1usB_WGI8Q_64.png,"[[18.0, 0.0], [66.0, 19.0], [50.0, 67.0], [0.0, 49.0]]"
BAibCZBvK_0srSiX8oEu0g_44.png,"[[58.0, 8.0], [213.0, 67.0], [152.0, 205.0], [1.0, 147.0]]"
BGOF3hTsm5ix6dbibGEPzA_84.png,"[[24.0, 1.0], [89.0, 28.0], [64.0, 90.0], [2.0, 63.0]]"
BMRNPyuEDzQIItB6MVQcEg_54.png,"[[16.0, 1.0], [49.0, 17.0], [35.0, 49.0], [0.0, 34.0]]"
C-KJRS0ua-1Lw0Aydn1_Rw_64.png,"[[44.0, 2.0], [150.0, 42.0], [106.0, 149.0], [1.0, 111.0]]"
C-KJRS0ua-1Lw0Aydn1_Rw_78.png,"[[47.0, 2.0], [162.0, 48.0], [120.0, 169.0], [7.0, 119.0]]"
C1piGGdcyu9S2axCrGnY-w_69.png,"[[56.0, 8.0], [208.0, 58.0], [159.0, 205.0], [3.0, 140.0]]"
CCBhL61_ciEL6aJsNioCGg_20.png,"[[30.0, 1.0], [115.0, 32.0], [82.0, 115.0], [0.0, 86.0]]"
CJRlYnqavEo63igHCmLbDA_17.png,"[[32.0, 4.0], [127.0, 37.0], [98.0, 127.0], [4.0, 95.0]]"
CLFbft5RRtYrY7RWseZEOA_125.png,"[[23.0, 2.0], [89.0, 26.0], [68.0, 87.0], [3.0, 67.0]]"
CYDq48nyNlpNd95K5xxTJQ_19.png,"[[31.0, 2.0], [101.0, 26.0], [76.0, 99.0], [2.0, 75.0]]"
CYDq48nyNlpNd95K5xxTJQ_31.png,"[[42.0, 0.0], [117.0, 43.0], [77.0, 117.0], [0.0, 74.0]]"
Ca6UlrdMlcaPEauxJ22onw_30.png,"[[20.0, 0.0], [50.0, 17.0], [40.0, 58.0], [7.0, 41.0]]"
CsMq_pP-9tvMEHJdudDReQ_32.png,"[[84.0, 6.0], [284.0, 79.0], [198.0, 278.0], [0.0, 206.0]]"
CuYDllg70Z1moLuaos_fFA_54.png,"[[33.0, 4.0], [123.0, 34.0], [94.0, 128.0], [4.0, 96.0]]"
CvdbOUHoeh7UVjSwCQqDRg_48.png,"[[32.0, 3.0], [103.0, 25.0], [77.0, 103.0], [3.0, 76.0]]"
D-yLWIi0zoV0NsyC4PjIgg_56.png,"[[14.0, 4.0], [72.0, 18.0], [61.0, 72.0], [5.0, 61.0]]"
DFcz4YUamRB0NiND-FEgeg_89.png,"[[48.0, 2.0], [165.0, 45.0], [119.0, 165.0], [0.0, 122.0]]"
DTvv5K8Fi2TgJQfgTYK9Mg_104.png,"[[25.0, 4.0], [88.0, 24.0], [65.0, 91.0], [4.0, 70.0]]"
DUJFd1bee3ioUOwzv2DHcA_18.png,"[[23.0, 3.0], [93.0, 27.0], [75.0, 93.0], [5.0, 76.0]]"
DsoVFVudGT9Z-scWLtwcnQ_48.png,"[[54.0, 9.0], [174.0, 53.0], [129.0, 168.0], [6.0, 124.0]]"
DsoVFVudGT9Z-scWLtwcnQ_58.png,"[[35.0, 2.0], [103.0, 31.0], [73.0, 102.0], [2.0, 71.0]]"
DyoDyw3ixMB7GBWfFoGoOQ_30.png,"[[24.0, 0.0], [76.0, 19.0], [57.0, 77.0], [4.0, 57.0]]"
E-hzChSnf0BK-2suqz-3zQ_45.png,"[[46.0, 3.0], [161.0, 44.0], [114.0, 161.0], [0.0, 119.0]]"
E1JTDP44ybad_A1bQm4WdQ_102.png,"[[34.0, 1.0], [116.0, 31.0], [83.0, 113.0], [0.0, 81.0]]"
E5JafHYR1pLxAukwSfN7oA_42.png,"[[20.0, 0.0], [48.0, 19.0], [28.0, 49.0], [1.0, 33.0]]"
EFEX5zj0s6gqPNdfoOu64Q_88.png,"[[29.0, 16.0], [134.0, 30.0], [116.0, 130.0], [13.0, 113.0]]"
EVtKhKSFzMkTq4Ful1eglA_231.png,"[[47.0, 4.0], [159.0, 43.0], [117.0, 156.0], [1.0, 111.0]]"
EeTA5iKS-DVj9z2aFtcPOg_76.png,"[[32.0, 2.0], [123.0, 33.0], [96.0, 124.0], [3.0, 88.0]]"
EgKb4aX42k71H5PTJVjpdQ_34.png,"[[121.0, 1.0], [416.0, 130.0], [306.0, 421.0], [5.0, 296.0]]"
FBgmb5iq7oN_76PQ5o87Jg_65.png,"[[85.0, 2.0], [304.0, 87.0], [210.0, 303.0], [0.0, 208.0]]"
FRBQhDlsWV081PlhhrtIVA_45.png,"[[76.0, 3.0], [227.0, 65.0], [151.0, 229.0], [3.0, 166.0]]"
FVBORT9Sq5m1V5VnvGnB7Q_44.png,"[[34.0, 6.0], [131.0, 38.0], [103.0, 129.0], [6.0, 97.0]]"
GBwE_m1mkNybQjPOMwFsow_38.png,"[[15.0, 1.0], [56.0, 20.0], [44.0, 56.0], [0.0, 43.0]]"
GFXWdx8qR_gk3n7Felvt4w_47.png,"[[45.0, 0.0], [109.0, 46.0], [63.0, 112.0], [3.0, 63.0]]"
GHCvyiRCWSKewA99--Eypw_79.png,"[[61.0, 13.0], [211.0, 58.0], [163.0, 203.0], [3.0, 155.0]]"
GSP3AcycpMqCrGPnD7Qd6g_124.png,"[[26.0, 2.0], [87.0, 24.0], [63.0, 88.0], [3.0, 64.0]]"
GpuC5t6hmKgKs_FkP3uEjg_36.png,"[[107.0, 9.0], [371.0, 95.0], [275.0, 364.0], [10.0, 277.0]]"
HAuRqtQDQA14ypVQNCMLlA_57.png,"[[39.0, 5.0], [134.0, 40.0], [101.0, 131.0], [0.0, 95.0]]"
HDUEJ_dbahlyQMz1Hecp_Q_87.png,"[[36.0, 5.0], [149.0, 42.0], [113.0, 149.0], [4.0, 111.0]]"
HLiqhxJh-ULcFC3EaIYt6A_66.png,"[[31.0, 0.0], [117.0, 37.0], [84.0, 117.0], [0.0, 78.0]]"
HQ2BD-hNOBK9Rc04tUV-Yw_15.png,"[[21.0, 3.0], [75.0, 20.0], [56.0, 76.0], [0.0, 53.0]]"
Hifxn4el0FYvwwJOBygXZQ_66.png,"[[28.0, 1.0], [87.0, 26.0], [61.0, 87.0], [0.0, 60.0]]"
HmYLchzhYIBW2rBM3axKmw_14.png,"[[14.0, 0.0], [47.0, 17.0], [35.0, 48.0], [2.0, 37.0]]"
Hqo7YAWIURz7FdTwrPpNVg_59.png,"[[45.0, 8.0], [165.0, 45.0], [131.0, 169.0], [5.0, 127.0]]"
Ifa87jBAQV4lYyJF1tx1Zw_35.png,"[[107.0, 20.0], [396.0, 122.0], [315.0, 400.0], [11.0, 299.0]]"
J2c0yZi6VbYGXlWZ08JfeA_74.png,"[[19.0, 0.0], [62.0, 20.0], [44.0, 62.0], [1.0, 45.0]]"
J5xELEmjPR97pIbB_26iXA_56.png,"[[85.0, 3.0], [318.0, 97.0], [236.0, 320.0], [1.0, 210.0]]"
J7HhQ7G_12WAg_wRzUvXDw_35.png,"[[61.0, 1.0], [193.0, 57.0], [133.0, 194.0], [2.0, 141.0]]"
JgDn1SficqPKIVxzkgo74A_27.png,"[[38.0, 0.0], [138.0, 39.0], [101.0, 142.0], [2.0, 101.0]]"
JtXi4F5qBcdL8RCTJcn5UA_56.png,"[[25.0, 4.0], [101.0, 25.0], [81.0, 105.0], [7.0, 80.0]]"
KAScOIJURohVt2eGFk2B8A_84.png,"[[65.0, 1.0], [185.0, 58.0], [125.0, 185.0], [0.0, 124.0]]"
KLmNCg3Me1hMrVvJ3iZ_3g_35.png,"[[49.0, 0.0], [141.0, 35.0], [117.0, 149.0], [10.0, 106.0]]"
KLmNCg3Me1hMrVvJ3iZ_3g_78.png,"[[63.0, 0.0], [152.0, 52.0], [113.0, 165.0], [14.0, 110.0]]"
KX-BgiQglZcryPJTkYxpXw_22.png,"[[43.0, 1.0], [155.0, 46.0], [115.0, 154.0], [0.0, 109.0]]"
KqHfJksOIoOwaNjRN5vsSA_196.png,"[[62.0, 0.0], [193.0, 64.0], [131.0, 193.0], [0.0, 132.0]]"
Kx4sO9bQFQ_rd39m6Z-idQ_45.png,"[[55.0, 7.0], [187.0, 58.0], [136.0, 184.0], [0.0, 133.0]]"
LFZ7gjqH7ln5QzeAJhZDNw_120.png,"[[39.0, 0.0], [144.0, 41.0], [112.0, 148.0], [3.0, 106.0]]"
LYC9wH3XGAUMh7W7dp1PVA_119.png,"[[34.0, 0.0], [90.0, 29.0], [64.0, 95.0], [6.0, 65.0]]"
LYGs9ImGQWYRTFkFOlNkFw_30.png,"[[42.0, 3.0], [157.0, 39.0], [116.0, 155.0], [2.0, 114.0]]"
Lb6vxFkbGykAh3QvgPcqgA_95.png,"[[38.0, 0.0], [104.0, 33.0], [81.0, 115.0], [12.0, 85.0]]"
MF0JeDTRshpIZ8SYb7Sy1w_56.png,"[[52.0, 7.0], [190.0, 55.0], [145.0, 190.0], [5.0, 137.0]]"
ML4Mc_KzhbzsUh_TXncHQw_63.png,"[[98.0, 49.0], [366.0, 91.0], [293.0, 336.0], [18.0, 296.0]]"
MwpNyMLugSzpsYyNPAlWwg_83.png,"[[68.0, 0.0], [222.0, 68.0], [159.0, 228.0], [8.0, 167.0]]"
N-EOss-IpACxkUm0pANtBw_103.png,"[[44.0, 0.0], [122.0, 45.0], [82.0, 122.0], [0.0, 81.0]]"
N-EOss-IpACxkUm0pANtBw_81.png,"[[25.0, 1.0], [86.0, 25.0], [62.0, 85.0], [2.0, 62.0]]"
N1Wmvfpqc5Ip8ZKDg9GAEw_36.png,"[[70.0, 20.0], [293.0, 81.0], [247.0, 295.0], [15.0, 230.0]]"
N1Wmvfpqc5Ip8ZKDg9GAEw_55.png,"[[76.0, 0.0], [208.0, 61.0], [137.0, 210.0], [3.0, 143.0]]"
NMYrixO1v9rQh9CiI2s_rA_137.png,"[[41.0, 2.0], [128.0, 35.0], [93.0, 127.0], [0.0, 95.0]]"
NNu91UyJ-wex4ySaN8QSYQ_104.png,"[[45.0, 0.0], [140.0, 46.0], [96.0, 140.0], [1.0, 91.0]]"
NxKTDjGHGNeaslIGgqd9XQ_38.png,"[[36.0, 6.0], [127.0, 36.0], [96.0, 126.0], [2.0, 90.0]]"
O4-PSWOB84tIbzJFRpaXzg_16.png,"[[51.0, 6.0], [175.0, 50.0], [134.0, 172.0], [5.0, 131.0]]"
O4d9rV5EARz2zDYDakezrA_41.png,"[[54.0, 0.0], [140.0, 52.0], [97.0, 140.0], [0.0, 86.0]]"
ODXCeg-xev2ic7VGFHKu2Q_131.png,"[[32.0, 2.0], [113.0, 33.0], [83.0, 113.0], [4.0, 83.0]]"
ODXCeg-xev2ic7VGFHKu2Q_132.png,"[[37.0, 0.0], [117.0, 33.0], [81.0, 117.0], [0.0, 84.0]]"
OVpMVJ6QT6oW4VMzynvFxA_58.png,"[[20.0, 0.0], [64.0, 23.0], [51.0, 69.0], [5.0, 50.0]]"
Om6vUCEXcsrZS_AldhCuRw_76.png,"[[26.0, 1.0], [88.0, 23.0], [64.0, 90.0], [1.0, 65.0]]"
PCWhGiFuCVMfrfY7sE1h7g_55.png,"[[25.0, 1.0], [82.0, 25.0], [59.0, 81.0], [0.0, 57.0]]"
PT3JKJ9rDOXOTTzxX65Wzw_40.png,"[[33.0, 0.0], [98.0, 27.0], [70.0, 98.0], [0.0, 74.0]]"
PTWUmSMyW7LxEVmW-quJbA_77.png,"[[67.0, 0.0], [207.0, 67.0], [147.0, 207.0], [1.0, 142.0]]"
Q6I4zxMM376kjtWRy27o3A_39.png,"[[37.0, 0.0], [100.0, 36.0], [73.0, 105.0], [5.0, 70.0]]"
QDaGeEkUgdRJ0YjGIeKwbQ_56.png,"[[21.0, 0.0], [70.0, 20.0], [52.0, 71.0], [2.0, 50.0]]"
QLIZfRZk1cN4oIdpFlXM-A_15.png,"[[40.0, 18.0], [171.0, 51.0], [141.0, 170.0], [11.0, 134.0]]"
Q_mdGQFBsis48KP71sBvmA_55.png,"[[19.0, 0.0], [60.0, 20.0], [44.0, 61.0], [1.0, 43.0]]"
QeYNYx5MMuuaooF95f7TMg_41.png,"[[24.0, 0.0], [90.0, 26.0], [68.0, 91.0], [2.0, 65.0]]"
Qrz8zg6pBmtzIsXUK3I3xA_73.png,"[[37.0, 0.0], [143.0, 45.0], [100.0, 144.0], [2.0, 106.0]]"
R0LF2x6W3BjkEC_DuX4BKA_71.png,"[[61.0, 14.0], [223.0, 66.0], [164.0, 220.0], [6.0, 164.0]]"
R0LF2x6W3BjkEC_DuX4BKA_87.png,"[[67.0, 8.0], [201.0, 66.0], [134.0, 194.0], [0.0, 137.0]]"
R77Lsl9YNYjCAr0jyLvocA_94.png,"[[16.0, 0.0], [58.0, 14.0], [43.0, 58.0], [0.0, 40.0]]"
Rnd44l5YT6De9xazPe5gog_73.png,"[[32.0, 1.0], [85.0, 23.0], [58.0, 84.0], [0.0, 55.0]]"
RvITnZzvMWgea-RFFZqlgg_16.png,"[[27.0, 1.0], [83.0, 25.0], [56.0, 82.0], [0.0, 55.0]]"
S0hQUjJlDSPdAXSDyenAzw_74.png,"[[20.0, 8.0], [78.0, 24.0], [66.0, 78.0], [8.0, 62.0]]"
S85Wc6wLl5q9TW3s-sF6ag_68.png,"[[55.0, 5.0], [220.0, 60.0], [171.0, 224.0], [5.0, 170.0]]"
S8ZJTFTkl9Pv6F3hHpYQFA_32.png,"[[31.0, 0.0], [103.0, 29.0], [75.0, 103.0], [2.0, 76.0]]"
SFhuI4R6dyCdgwFYmMeg7A_39.png,"[[72.0, 0.0], [211.0, 71.0], [159.0, 223.0], [10.0, 149.0]]"
SGwZrkwLri4bKW6ta_4Udw_34.png,"[[43.0, 0.0], [123.0, 39.0], [93.0, 128.0], [10.0, 90.0]]"
SKsgXJDeWJ1u0SO7Tg1P9w_68.png,"[[44.0, 5.0], [166.0, 45.0], [130.0, 167.0], [5.0, 127.0]]"
SOlz2Z5KJkaOqDuCrHVtNA_31.png,"[[22.0, 0.0], [79.0, 22.0], [59.0, 80.0], [2.0, 57.0]]"
SQusT4Dst59UaqYOmvfJiw_54.png,"[[23.0, 0.0], [72.0, 25.0], [52.0, 73.0], [2.0, 50.0]]"
Se_5JqafoYrbHlVLDptGlA_73.png,"[[114.0, 0.0], [317.0, 114.0], [204.0, 317.0], [0.0, 203.0]]"
Si6WGCLGvBfF678M_tH6Xg_58.png,"[[26.0, 0.0], [92.0, 28.0], [67.0, 92.0], [1.0, 66.0]]"
Si_S5wGXrqP2jpAAbUJe0Q_104.png,"[[31.0, 4.0], [108.0, 27.0], [76.0, 106.0], [0.0, 79.0]]"
T0kvHFtwoqL3HH44FpBzOg_78.png,"[[27.0, 0.0], [83.0, 25.0], [59.0, 83.0], [0.0, 56.0]]"
TJ_7Td9UyfbwnVeoZJkSGA_29.png,"[[217.0, 6.0], [307.0, 233.0], [67.0, 316.0], [13.0, 48.0]]"
TXJ69mYIQ0E7gxDdrj-yhg_95.png,"[[23.0, 1.0], [78.0, 23.0], [56.0, 78.0], [3.0, 57.0]]"
TY-UedERvJYCp8DY_jvhhQ_60.png,"[[12.0, 1.0], [43.0, 13.0], [33.0, 43.0], [0.0, 33.0]]"
TZYfjQAGda3IEw0bVvjEjg_34.png,"[[42.0, 6.0], [160.0, 45.0], [138.0, 169.0], [21.0, 139.0]]"
Tji-mT9uSpJBrkpgiOYh0w_65.png,"[[37.0, 0.0], [144.0, 46.0], [112.0, 145.0], [4.0, 99.0]]"
Tji-mT9uSpJBrkpgiOYh0w_76.png,"[[53.0, 1.0], [145.0, 44.0], [97.0, 145.0], [0.0, 100.0]]"
TnlDyLFffwEXFAqJsZ3aNQ_47.png,"[[26.0, 1.0], [87.0, 29.0], [70.0, 88.0], [2.0, 62.0]]"
Tzm5TancJ7baQTxqQmZ3mw_65.png,"[[38.0, 6.0], [131.0, 42.0], [100.0, 133.0], [5.0, 99.0]]"
UBIvxL7vhMgsQCdwkJkydA_57.png,"[[14.0, 0.0], [56.0, 15.0], [43.0, 57.0], [0.0, 42.0]]"
UW_nxq125DOkfnA8ykgwcQ_49.png,"[[89.0, 13.0], [339.0, 101.0], [251.0, 321.0], [16.0, 243.0]]"
Ua7brqtsfyKThQ5Z_Ksb3A_126.png,"[[18.0, 0.0], [56.0, 17.0], [40.0, 57.0], [2.0, 41.0]]"
UcmxomH4-3VAy9-D1K7pvA_36.png,"[[61.0, 17.0], [248.0, 76.0], [203.0, 244.0], [14.0, 185.0]]"
UvH8lCiI1Xb6nWnp3XIZMQ_49.png,"[[72.0, 7.0], [259.0, 67.0], [194.0, 246.0], [0.0, 185.0]]"
V3S7-lxOIanz8iPjzyCQag_50.png,"[[23.0, 0.0], [82.0, 23.0], [63.0, 82.0], [0.0, 60.0]]"
VBB7uhbdiGQLLKOqgh8CCg_34.png,"[[46.0, 2.0], [150.0, 45.0], [104.0, 154.0], [5.0, 109.0]]"
VthUDkfFIZZuHXPNPGuGtg_20.png,"[[106.0, 2.0], [368.0, 121.0], [273.0, 370.0], [0.0, 241.0]]"
VxOap1TpJPgp-_IOc8Nt3g_35.png,"[[47.0, 1.0], [153.0, 44.0], [110.0, 154.0], [4.0, 112.0]]"
W66_i3NBc8bUFcprV9SMRg_56.png,"[[64.0, 5.0], [230.0, 69.0], [177.0, 233.0], [6.0, 165.0]]"
WFASDSd3JUJ30kNjQfS52Q_101.png,"[[33.0, 0.0], [46.0, 33.0], [12.0, 46.0], [12.0, 1.0]]"
WLWEveQarHZbL7EoAmeY8A_91.png,"[[32.0, 5.0], [124.0, 33.0], [98.0, 124.0], [4.0, 97.0]]"
WLWEveQarHZbL7EoAmeY8A_96.png,"[[96.0, 6.0], [124.0, 93.0], [33.0, 122.0], [5.0, 31.0]]"
WSf1XXoWObPtbsyTcQkS1A_46.png,"[[32.0, 4.0], [127.0, 37.0], [101.0, 132.0], [5.0, 90.0]]"
